    i     j      r(x)           v(x)           r(y)           v(y)           r(z)           v(z)
    2    38    0.00000000     0.00000000     0.00000000     0.00000000    -0.18246200    -0.15342167
    2    39    0.00000000     0.00000000    -0.00000000     0.00000000    -0.31220200    -0.23792373
    2    40   -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.06081700    -0.05354800
    2    41    0.08373900     0.05275237    -0.06041600    -0.03806004    -0.00000000    -0.00000000
    2    42    0.06041600     0.03806004     0.08373900     0.05275237    -0.00000000    -0.00000000
    2    43    0.00000000     0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000
    2    44    0.00000000     0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000
    2    45    0.00000000     0.00000000    -0.00000000    -0.00000000     0.01614300     0.04553419
    2    46   -0.00000000    -0.00000000     0.00000000     0.00000000    -0.07660900    -0.08421987
    2    47    0.00000000     0.00000000     0.00000000     0.00000000    -0.00000000    -0.00000000
    2    48    0.00000000     0.00000000     0.00000000     0.00000000    -0.13304100    -0.10362287
    2    49    0.00350700     0.00662430    -0.00266300    -0.00502984    -0.00000000    -0.00000000
    2    50    0.00266300     0.00502984     0.00350700     0.00662430     0.00000000     0.00000000
    2    51   -0.11536700    -0.06388355    -0.11262000    -0.06236278    -0.00000000    -0.00000000
    2    52    0.11262000     0.06236278    -0.11536700    -0.06388355    -0.00000000    -0.00000000
    2    53   -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000
    2    54    0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
    2    55    0.00000000     0.00000000    -0.00000000    -0.00000000    -0.03137000    -0.02314155
    2    56   -0.00000000    -0.00000000     0.00000000     0.00000000     0.00729200     0.00888293
    2    57   -0.20266000    -0.12859038    -0.19921100    -0.12640089     0.00000000     0.00000000
    2    58    0.19921100     0.12640089    -0.20266000    -0.12859038     0.00000000     0.00000000
    2    59   -0.00000000    -0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
    2    60    0.00000000     0.00000000     0.00000000     0.00000000    -0.00000000    -0.00000000
    2    61   -0.02447200    -0.01436032    -0.02111800    -0.01239130     0.00000000     0.00000000
    2    62   -0.02111800    -0.01239130     0.02447200     0.01436032    -0.00000000    -0.00000000
    2    63    0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
    2    64    0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
    2    65    0.00000000     0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000
    2    66   -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000
    2    67    0.00000000     0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000
    2    68    0.04240800     0.02847601     0.03888600     0.02611076    -0.00000000    -0.00000000
    2    69   -0.03888600    -0.02611076     0.04240800     0.02847601     0.00000000     0.00000000
    2    70   -0.00000000    -0.00000000     0.00000000     0.00000000    -0.00000000    -0.00000000
    2    71    0.00000000     0.00000000    -0.00000000    -0.00000000     0.00000000     0.00000000
    2    72   -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.19912600    -0.14139493
    2    73    0.07156300     0.04040779     0.06894300     0.03892873     0.00000000     0.00000000
    2    74   -0.06894300    -0.03892873     0.07156300     0.04040779     0.00000000     0.00000000
    2    75   -0.00000000    -0.00000000     0.00000000     0.00000000    -0.13754800    -0.05367308
    2    76    0.00000000     0.00000000     0.00000000     0.00000000     0.14489300     0.09641662
    2    77   -0.03750200    -0.02138578    -0.03569500    -0.02035512    -0.00000000    -0.00000000
    2    78    0.03569500     0.02035512    -0.03750200    -0.02138578    -0.00000000    -0.00000000
    2    79    0.00000000     0.00000000    -0.00000000    -0.00000000     0.00000000     0.00000000
    2    80    0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
    2    81   -0.00000000    -0.00000000     0.00000000     0.00000000    -0.00000000    -0.00000000
    2    82    0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.00000000
    2    83   -0.00000000    -0.00000000     0.00000000    -0.00000000    -0.00000000    -0.00000000
    2    84    0.00000000     0.00000000     0.00000000     0.00000000    -0.00000000    -0.00000000
    2    85    0.10247500     0.05603492     0.10447400     0.05712844     0.00000000     0.00000000
    2    86    0.10447400     0.05712844    -0.10247500    -0.05603492    -0.00000000    -0.00000000
    2    87   -0.00000000    -0.00000000     0.00000000     0.00000000    -0.30498800    -0.07129736
    2    88   -0.00436600    -0.00239806     0.00315800     0.00173484     0.00000000     0.00000000
    2    89   -0.00315800    -0.00173484    -0.00436600    -0.00239806    -0.00000000    -0.00000000
    2    90   -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.06430000     0.00927836
    2    91    0.00000000     0.00000000    -0.00000000     0.00000000     0.12139400     0.01927866
    2    92   -0.02150000    -0.01107492    -0.02050000    -0.01056039    -0.00000000     0.00000000
    2    93    0.02050000     0.01056039    -0.02150000    -0.01107492     0.00000000     0.00000000
    2    94   -0.00000000    -0.00000000    -0.00000000     0.00000000     0.04053500    -0.03398482
    2    95   -0.00000000    -0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
    2    96   -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.00000000     0.00000000
    2    97   -0.00000000    -0.00000000     0.00000000     0.00000000     0.01388000     0.00917850
    2    98    0.02967200     0.01401070    -0.01917700    -0.00905523     0.00000000     0.00000000
    2    99   -0.01917700    -0.00905523    -0.02967200    -0.01401070     0.00000000    -0.00000000
    2   100   -0.00000000    -0.00000000     0.00000000     0.00000000    -0.00000000     0.00000000
    3     4   -0.00000000     0.00000000     0.00000000    -0.00000000    -0.00000000    -0.00000000
    3     5   -0.91150900    -0.56354256     0.73211400     0.45262809     0.00000000    -0.00000000
    3     6   -0.00000000    -0.00000000     0.00000000    -0.00000000     0.02877400     0.07787704
    3     7    0.00000000     0.00000000    -0.00000000    -0.00000000     0.00045800     0.00123591
    3     8   -1.18516200    -0.78715322     0.95190900     0.63223859     0.00000000     0.00000000
    3     9   -0.21047800    -0.04482650     0.16905400     0.03600211    -0.00000000    -0.00000000
    3    10    0.32326200     0.22677181    -0.25964000    -0.18214170     0.00000000     0.00000000
    3    11    0.25102300    -0.06046119    -0.27925400     0.06726056     0.00000000     0.00000000
    3    12    0.27925400    -0.06726056     0.25102300    -0.06046119    -0.00000000    -0.00000000
    3    13    0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.11447400    -0.03488686
    3    14   -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.91577600     0.27908373
    3    15    0.00000000     0.00000000    -0.00000000    -0.00000000     0.06119100     0.03497276
    3    16    0.00000000     0.00000000     0.00000000     0.00000000     0.65871600     0.37647567
    3    17    1.01646300     0.50959043    -0.25763000    -0.12915977    -0.00000000    -0.00000000
    3    18    0.25763000     0.12915977     1.01646300     0.50959043    -0.00000000    -0.00000000
    3    19   -0.03280100    -0.03825547     0.02634600     0.03072788     0.00000000     0.00000000
    3    20    0.00000000    -0.00000000     0.00000000     0.00000000    -0.04541600    -0.20609834
    3    21   -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.00079800     0.00362052
    3    22   -0.36160500    -0.25574877     0.29043700     0.20541424     0.00000000     0.00000000
    3    23    0.00000000     0.00000000     0.00000000     0.00000000    -0.00853200    -0.00834624
    3    24   -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.22628200     0.22134924
    3    25    0.15203200     0.09054777     0.18928600     0.11273499     0.00000000     0.00000000
    3    26    0.01054700    -0.01082468    -0.00847100     0.00869497     0.00000000     0.00000000
    3    27   -0.08605700    -0.05454074     0.06912000     0.04380765     0.00000000     0.00000000
    3    28   -0.00000000    -0.00000000     0.00000000     0.00000000     0.51222500     0.49335766
    3    29   -0.00000000    -0.00000000     0.00000000     0.00000000    -0.07524500    -0.07247227
    3    30    0.09993400     0.03511028     0.14338800     0.05037590    -0.00000000    -0.00000000
    3    31    0.14338800     0.05037590    -0.09993400    -0.03511028     0.00000000     0.00000000
    3    32    0.01554800     0.00732817    -0.01248800    -0.00588556    -0.00000000    -0.00000000
    3    33    0.00000000     0.00000000     0.00000000     0.00000000    -0.00095200    -0.00086996
    3    34    0.00000000     0.00000000    -0.00000000     0.00000000    -0.17617700    -0.16099435
    3    35    0.00000000    -0.00000000    -0.00000000     0.00000000     0.17442800     0.13834458
    3    36   -0.00000000     0.00000000    -0.00000000    -0.00000000    -0.00315700    -0.00250377
    3    37    0.03033700    -0.01101642    -0.02436600     0.00884744    -0.00000000    -0.00000000
    3    38   -0.01167000    -0.02001054     0.00937300     0.01607246     0.00000000     0.00000000
    3    39    0.02590800     0.01489686    -0.02080900    -0.01196464     0.00000000     0.00000000
    3    40    0.03514400     0.02422415    -0.02822700    -0.01945675    -0.00000000     0.00000000
    3    41   -0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.04770200    -0.03494305
    3    42   -0.00000000    -0.00000000     0.00000000     0.00000000     0.00246800     0.00180749
    3    43   -0.02338100    -0.01350100     0.01681500     0.00970969    -0.00000000    -0.00000000
    3    44    0.01681500     0.00970969     0.02338100     0.01350100    -0.00000000    -0.00000000
    3    45    0.01701400     0.00751871    -0.01366600    -0.00603943     0.00000000     0.00000000
    3    46    0.02999600     0.00432258    -0.02409200    -0.00347271     0.00000000     0.00000000
    3    47   -0.23791700    -0.15753925    -0.29621600    -0.19614240     0.00000000     0.00000000
    3    48   -0.03588900    -0.01830015     0.02882600     0.01469792    -0.00000000    -0.00000000
    3    49   -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.00761900     0.00909333
    3    50    0.00000000     0.00000000     0.00000000     0.00000000    -0.00020800    -0.00024837
    3    51    0.00000000     0.00000000     0.00000000     0.00000000     0.00828100     0.00467325
    3    52   -0.00000000    -0.00000000     0.00000000     0.00000000    -0.06824200    -0.03850738
    3    53   -0.25727600    -0.16141576    -0.18955700    -0.11892824    -0.00000000    -0.00000000
    3    54    0.18955700     0.11892824    -0.25727600    -0.16141576     0.00000000    -0.00000000
    3    55    0.01217100     0.00236565    -0.00977600    -0.00189962     0.00000000     0.00000000
    3    56   -0.25440000    -0.13891749     0.20433200     0.11157698    -0.00000000     0.00000000
    3    57   -0.00000000    -0.00000000    -0.00000000     0.00000000    -0.00438500     0.00078359
    3    58   -0.00000000    -0.00000000     0.00000000     0.00000000     0.03721100    -0.00665039
    3    59   -0.01102600    -0.00248422     0.01456500     0.00328153     0.00000000     0.00000000
    3    60   -0.01456500    -0.00328153    -0.01102600    -0.00248422    -0.00000000    -0.00000000
    3    61    0.00000000     0.00000000     0.00000000     0.00000000    -0.02583200    -0.02089818
    3    62   -0.00000000    -0.00000000     0.00000000     0.00000000    -0.14023200    -0.11344803
    3    63   -0.03790600    -0.03023812    -0.00927500    -0.00739920    -0.00000000    -0.00000000
    3    64   -0.00927500    -0.00739920     0.03790600     0.03023812     0.00000000     0.00000000
    3    65    0.00000000     0.00000000     0.00000000     0.00000000    -0.00000000     0.00000000
    3    66    0.00000000     0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
    3    67    0.02621000     0.01213790     0.03263200     0.01511276    -0.00000000    -0.00000000
    3    68    0.00000000    -0.00000000    -0.00000000    -0.00000000    -0.04828000    -0.03238427
    3    69    0.00000000    -0.00000000     0.00000000     0.00000000     0.31515400     0.21138961
    3    70   -0.01821300    -0.00149783    -0.01003400    -0.00082502     0.00000000     0.00000000
    3    71    0.01003400     0.00082502    -0.01821300    -0.00149783    -0.00000000    -0.00000000
    3    72    0.03926300     0.00426910    -0.03153600    -0.00342822     0.00000000     0.00000000
    3    73    0.00000000     0.00000000     0.00000000     0.00000000     0.00615700     0.00558824
    3    74    0.00000000     0.00000000    -0.00000000    -0.00000000    -0.04808500    -0.04364445
    3    75   -0.09520300    -0.02885789     0.07646600     0.02317826    -0.00000000    -0.00000000
    3    76   -0.01931700    -0.00257985     0.01551500     0.00207221     0.00000000     0.00000000
    3    77    0.00000000     0.00000000     0.00000000     0.00000000    -0.01915400    -0.00994026
    3    78    0.00000000     0.00000000     0.00000000     0.00000000     0.14273100     0.07407359
    3    79   -0.00000000    -0.00000000     0.00000000     0.00000000     0.00000000     0.00000000
    3    80   -0.00000000    -0.00000000     0.00000000     0.00000000    -0.00000000    -0.00000000
    3    81    0.08311200     0.03715510     0.01170400     0.00523228     0.00000000     0.00000000
    3    82    0.01170400     0.00523228    -0.08311200    -0.03715510     0.00000000     0.00000000
    3    83    0.00253500     0.00214507     0.00383000     0.00324168     0.00000000     0.00000000
    3    84    0.00383000     0.00324168    -0.00253500    -0.00214507    -0.00000000    -0.00000000
    3    85   -0.00000000    -0.00000000    -0.00000000     0.00000000    -0.00340300    -0.00038704
    3    86   -0.00000000     0.00000000     0.00000000     0.00000000    -0.03424400    -0.00389464
    3    87   -0.12846400    -0.00721474     0.10318100     0.00579492    -0.00000000    -0.00000000
    3    88    0.00000000     0.00000000     0.00000000    -0.00000000     0.01483500     0.01346666
    3    89   -0.00000000     0.00000000    -0.00000000     0.00000000    -0.00074900    -0.00068035
    3    90    0.02633200     0.00198956    -0.02115000    -0.00159823    -0.00000000     0.00000000
    3    91    0.06331900     0.00321636    -0.05085700    -0.00258359    -0.00000000    -0.00000000
    3    92    0.00000000    -0.00000000     0.00000000     0.00000000     0.00274600    -0.00180056
    3    93    0.00000000     0.00000000     0.00000000     0.00000000    -0.02060400     0.01351104
    3    94    0.05541400     0.01136169    -0.04450800    -0.00912573    -0.00000000    -0.00000000
    3    95   -0.04090600    -0.02457171     0.02645900     0.01589354    -0.00000000     0.00000000
    3    96    0.02645900     0.01589354     0.04090600     0.02457171     0.00000000    -0.00000000
    3    97    0.02903400     0.02396492    -0.02332000    -0.01924845    -0.00000000    -0.00000000
    3    98    0.00000000     0.00000000    -0.00000000    -0.00000000     0.01266400    -0.01293872
    3    99    0.00000000     0.00000000    -0.00000000    -0.00000000     0.00130800    -0.00133618
    3   100   -0.00000000    -0.00000000     0.00000000     0.00000000    -0.00000000     0.00000000
    4     5   -0.73211400    -0.45262809    -0.91150900    -0.56354256    -0.00000000    -0.00000000
    4     6   -0.00000000    -0.00000000    -0.00000000     0.00000000     0.00045800     0.00123591
    4     7    0.00000000     0.00000000     0.00000000     0.00000000    -0.02877400    -0.07787704
    4     8   -0.95190900    -0.63223859    -1.18516200    -0.78715322     0.00000000     0.00000000
    4     9   -0.16905400    -0.03600211    -0.21047800    -0.04482650    -0.00000000    -0.00000000
    4    10    0.25964000     0.18214170     0.32326200     0.22677181     0.00000000     0.00000000
    4    11   -0.27925400     0.06726056    -0.25102300     0.06046119    -0.00000000    -0.00000000
    4    12    0.25102300    -0.06046119    -0.27925400     0.06726056    -0.00000000    -0.00000000
    4    13   -0.00000000    -0.00000000     0.00000000     0.00000000    -0.91577600    -0.27908373
    4    14   -0.00000000    -0.00000000     0.00000000     0.00000000    -0.11447400    -0.03488686
    4    15   -0.00000000    -0.00000000    -0.00000000    -0.00000000     0.65871600     0.37647567
    4    16    0.00000000     0.00000000    -0.00000000    -0.00000000    -0.06119100    -0.03497276
    4    17   -0.25763000    -0.12915977    -1.01646300    -0.50959043    -0.00000000    -0.00000000
    4    18    1.01646300     0.50959043    -0.25763000    -0.12915977     0.00000000     0.00000000
    4    19   -0.02634600    -0.03072788    -0.03280100    -0.03825547     0.00000000     0.00000000
    4    20    0.00000000     0.00000000    -0.00000000    -0.00000000    -0.00079800    -0.00362052
    4    21    0.00000000     0.00000000     0.00000000     0.00000000    -0.04541600    -0.20609834
    4    22   -0.29043700    -0.20541424    -0.36160500    -0.25574877     0.00000000     0.00000000
    4    23   -0.00000000    -0.00000000    -0.00000000     0.00000000    -0.22628200    -0.22134924
    4    24    0.00000000     0.00000000    -0.00000000    -0.00000000    -0.00853200    -0.00834624
    4    25   -0.18928600    -0.11273499     0.15203200     0.09054777     0.00000000     0.00000000
    4    26    0.00847100    -0.00869497     0.01054700    -0.01082468    -0.00000000    -0.00000000
